CountryName,CountryCode,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
文莱达鲁萨兰国,BRN,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,98.4,98.4,100,98.4,98.4,98.4,98.4,98.4,98.4,98.83381924,99.15433404,99.29453263,99.41348974,99.46666667,99.47780679,99.0990991,99.32821497,99.36131387,99.02826855,99.06143345,99.05437352,99.14712154,99.09560724,99.15814793,99.2370295,99.24634951,99.21063565,99.12140575,99.09613804,99.09555643,99.06940675,99.07441688,99.21654654,99.11151961,99.11151961,99.06003639,99.02798233,99.03593339,98.97563677,98.9978903,98.95302013,,,
不丹,BTN,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博茨瓦纳,BWA,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
中非共和国,CAF,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加拿大,CAN,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,3.50447545,3.726961273,3.68144945,3.546036617,3.170909091,4.065813876,4.073610198,3.934879925,4.250898877,3.041079908,3.04087594,3.144707956,3.735876194,5.997830281,4.611748937,5.596578605,4.462477366,3.844410079,2.928199191,3.047534182,2.462507836,2.220457921,2.331489174,2.156290611,1.40042562,1.483521752,1.469866248,1.241113314,1.864628597,2.970148357,2.002734207,1.695705275,2.52210833,2.87511957,2.778072715,3.783894787,3.20563281,3.626743375,4.609818588,4.73481937,5.527117088,6.100749432,5.62830404,5.606046728,5.727622048,5.487090936,5.523799897,6.370503473,6.383124785,7.184625108,8.498686644,9.75241726,9.619873214,,
,CEB,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,11.55775872,10.653953,10.33425365,9.634222021,10.04541445,10.30315965,8.870516947,8.150848411,7.968350834,9.937901527,12.29737298,12.51810668,11.56424713,10.88976199,9.423512666,9.345963219,8.452638388,8.843759053,8.933855479,10.07590833,9.808974772,8.176601031,7.601779944,7.562973281,7.2270959,7.718640283,5.933615738,6.322698155,6.651407488,6.784977574,6.946387906,7.792499694,8.075149986,8.294531743,8.553509187,9.023146663,9.405676729,8.904046009,7.677376615,8.21017642,8.479408082,,,
瑞士,CHE,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527810651,0.881997141,0.610275039,0.408997955,0.451359793,0.467477728,0.452023005,0.383528098,0.396172689,0.454120248,0.440698415,0.491171929,0.601883842,0.722497627,0.842036665,0.908627857,0.959907066,1.161501759,1.552,1.372735631,1.308102209,1.266873444,1.296049846,1.190559957,1.357936059,1.412887244,1.479730047,1.505528925,1.263378128,1.115342354,1.090458858,1.067914567,1.578891597,1.578771643,1.520923733,,
海峡群岛,CHI,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智利,CHL,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,1.114500235,1.018580703,1.117955738,1.086371948,1.087952359,0.980920556,1.063829787,1.1003861,1.113705766,1.30201685,1.527800968,1.64265858,1.489226869,1.548492258,1.538461538,1.614215952,1.541216346,1.519361513,1.369939925,1.02329632,0.981914734,0.863032688,1.199850019,1.186849705,1.077532379,0.998926236,3.015286662,14.38790166,19.85673352,26.07166026,31.36770826,29.59171991,35.39686946,32.49101703,25.9126591,20.67606652,7.913312482,3.664746081,6.472118837,17.68871827,20.8771476,18.3081085,,
中国,CHN,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.228852743,0.182688266,0.213012695,0.182107899,0.240864888,0.234726923,0.373056303,0.545377763,0.373067258,0.628580223,0.444781424,0.357606179,0.326278554,0.37159333,0.338961867,0.296686734,0.261081135,0.709209243,0.520394318,0.387155784,0.424483331,0.332144964,0.25276131,0.262178045,0.32670845,0.476763618,0.495396061,0.928941836,0.891098862,1.357894605,1.640325579,1.781744278,,,
科特迪瓦,CIV,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47913132,36.34131369,43.86008435,54.02784684,58.62570064,62.97916667,62.8863869,67.09482433,63.86868488,66.18874773,72.64566098,71.03448276,65.72544841,65.0862069,62.26158038,70.36415506,69.32283981,,,
喀麦隆,CMR,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.193209994,8.801267383,7.141621996,7.068994745,7.321547698,,,
刚果（布）,COG,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,7.954545455,7.843137255,8.333333333,9.090909091,7.619047619,7.01754386,4.807692308,1.515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,16.87657431,18.01385681,17.8807947,17.30769231,17.37373737,34.50834879,43.69426752,38.1283836,,,
哥伦比亚,COL,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,9.21875,9.746366486,8.695278232,7.663161151,17.43871317,18.21829856,18.09661139,18.3032886,18.95290713,19.28005478,19.6996679,21.02605716,24.36585898,20.75591049,17.97070116,15.64729867,15.05857701,14.41294075,12.11038033,12.37450835,12.93863206,14.99817873,14.12121684,11.94667826,12.99747167,12.08661962,20.86089003,23.88578301,15.2982112,19.1373913,19.99217347,18.16304782,14.66663802,14.10527163,14.69892922,13.74969786,11.9302755,10.33188569,19.32714333,20.4201296,13.35285174,,,
科摩罗,COM,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佛得角,CPV,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哥斯达黎加,CRI,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
加勒比小国,CSS,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古巴,CUB,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,1.761089882,3.627808136,4.947880473,2.232316677,2.510608204,0.255264837,0.470517569,0.425531915,0.243858382,0.337603878,0.528842242,0.319698336,0.440194293,0.205988376,0.199422363,0.164052759,0.159744409,0.105684306,0.043335067,0.127249591,0.342666109,0.064210611,0.075551526,0.09189877,0.650268589,6.438034778,8.69478446,8.222759657,7.790305115,10.18975332,11.96750672,12.62547256,13.55880746,14.14789172,14.3519828,13.43073105,13.04247859,11.57420445,,,
库拉索,CUW,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开曼群岛,CYM,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塞浦路斯,CYP,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
捷克共和国,CZE,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,1.003519191,1.48310973,0.932627386,0.931849791,0.629519909,1.210889714,1.172012345,1.118047144,1.170754551,1.139471285,1.119883532,1.097955972,1.059116344,1.034054874,1.032329107,0.99000099,0.964692263,0.932632822,0.92122031,0.618265324,0.631861753,0.651912559,0.678555597,0.661083423,0.790755262,1.623239271,1.792360278,2.002352067,2.693308811,2.319265954,2.128404774,2.111981051,1.912673879,1.841508533,1.794192674,1.873191957,1.561004512,1.224057908,1.193434275,1.257633118,1.349809228,1.697081342,,
德国,DEU,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,0.070297877,0.120315035,0.13622688,0.436169215,0.969698452,1.45352737,1.735311264,2.059984301,3.207661979,4.260529984,4.724536955,6.493526336,8.0253035,10.93943668,15.53885033,16.93279829,14.24506968,14.50969715,15.23749146,15.85677531,14.15061972,11.08849631,8.829353847,8.469201569,7.549981818,5.375941294,5.712966139,6.212639052,6.057476664,6.920561108,7.387930247,6.738568117,6.162774138,6.617198131,7.663864586,8.104141408,8.719590478,9.074270407,9.74519122,9.965342189,9.172428374,10.04148579,9.366891541,9.725821762,10.34889645,11.31296072,12.08745639,12.27424207,13.88664013,13.50020622,13.96038697,13.88236427,11.45765985,,
吉布提,DJI,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多米尼克,DMA,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丹麦,DNK,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008783969,1.809440275,1.241140764,2.28001425,3.017485719,2.671079978,2.268436175,3.516819572,4.677106022,5.618808221,9.889003754,10.59870852,15.29955997,19.76990246,23.26824255,24.33639364,24.57791089,24.41011021,21.14060538,24.58452864,24.22336258,20.61125606,17.89856547,19.34127158,18.33548635,20.3237781,16.52213471,13.96901622,,
多米尼加共和国,DOM,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09227872,4.5605613,8.139419745,10.9767106,13.9805488,16.72274563,16.67525773,24.54662173,25.05587669,,,
阿尔及利亚,DZA,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,38.85150292,50.53366174,54.95367071,67.11212516,66.00550964,67.74498229,70.16824849,76.05839416,83.15445637,84.14993682,83.46843527,82.29033631,85.97572911,85.44088714,85.40003259,88.84523534,87.43122151,90.76328226,91.17723832,93.73447591,93.99250504,94.67898939,94.95209643,95.39807876,95.69870657,95.74416578,95.80406568,95.62806294,96.44544977,96.74563198,96.83004695,97.63454861,96.78062967,96.9984,96.24944715,97.25202975,97.25776965,97.32826325,97.62863302,97.51169808,93.52256755,,,
东亚与太平洋,EAP,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0.01518292,0.019412624,0.024995435,0.0232068,0.043031942,0.036982827,0.038286117,0.056120477,0.070102727,0.263974476,0.62087513,1.460958824,1.668833826,2.118734935,2.792456046,2.764609502,3.589063996,3.774396841,3.821489202,3.432685036,3.718800708,4.144696318,5.181658819,6.500645707,7.215049939,7.717602005,8.791122092,8.821627562,8.987059062,8.791206932,8.678701749,8.541618358,8.443082098,7.702199093,7.447812873,6.80870044,6.78099814,6.778261432,7.341619794,7.440675238,6.497460784,,,
东亚与太平洋地区（所有收入水平）,EAS,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,1.134178634,1.07695043,1.69821649,2.374216351,2.705390085,3.290257278,4.499792841,5.908520542,7.06093184,7.76191219,7.717754706,8.140181167,8.531433638,10.72553236,10.81857816,10.614151,11.05258348,10.90481279,10.87061971,10.99186422,11.16118027,11.11490201,11.31770376,12.00439903,12.13765017,12.76406072,13.72236542,13.82445352,14.38031399,13.93025,13.94693909,14.29558019,14.10525388,13.47259593,12.60226606,12.4550049,12.7159402,12.62456039,12.68160741,13.09399467,13.28220453,,,
欧洲和中亚,ECA,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66319744,22.70171087,23.83711023,23.11664134,23.27440426,22.81100383,22.97658823,22.95572471,23.09629243,25.10468187,26.58707504,28.22430005,28.65396134,29.89402654,30.095618,30.46706217,29.96840236,31.53000956,30.85015582,29.81077485,29.04769225,29.57673314,,,
欧洲与中亚地区（所有收入水平）,ECS,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,4.045756412,4.672724015,5.082941111,6.044099596,6.290933008,5.99078715,5.531550211,5.148210902,4.970490655,4.597845081,4.284527707,4.200085972,4.255300153,4.362537329,3.792367542,3.798979534,3.882365909,3.82151947,4.28825559,19.03160763,18.61619954,18.07355232,18.06418161,17.4680059,17.45430221,18.5072125,19.53132033,19.6499571,21.38753057,21.78666731,22.15193768,22.8329722,23.82088499,24.87855023,25.91408725,26.15993589,27.70091664,28.53209292,28.0986154,28.62167669,27.75061368,,,
厄瓜多尔,ECU,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14602961,8.124025637,9.609259691,11.41697828,12.33397947,12.42493654,9.44166801,10.77811683,11.36304675,9.548011448,,,
阿拉伯埃及共和国,EGY,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20.50266646,22.23838573,23.02002126,26.97167588,29.2092671,31.7502702,31.64594788,33.93314837,34.02981304,33.52061274,44.80073836,49.39949431,52.55702964,59.28948029,61.34390719,58.95192308,58.70874139,56.45752037,50.93542547,61.87458939,53.74249773,65.9782426,67.22166162,71.54218716,73.94446145,74.30858405,72.1446706,68.36864356,68.37148962,68.67410072,68.99213188,74.73081885,,,
欧洲货币联盟,EMU,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,2.238938193,2.494555556,2.591150603,2.330660889,2.161598808,1.971746732,2.524863556,2.960028547,4.10075926,5.351298547,6.705074569,8.227249623,9.706329539,11.40285235,13.31658509,14.16462382,13.16966729,12.44436937,11.65555139,11.360839,9.640884563,8.216865701,7.923841786,8.231750996,8.615605342,7.501331504,7.518387285,7.739246479,7.379208919,8.20387557,8.527013115,8.199132142,7.942183409,8.418932779,8.984941718,9.390402314,10.19727756,11.51935722,12.3540113,13.97830984,14.31328887,14.95535525,15.39245299,16.68196069,18.2358988,20.32043989,21.10125347,22.24377341,23.87456683,23.33771249,22.87853425,22.03733814,,,
厄立特里亚,ERI,天然气发电量（占总发电量的比例）,EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
